batch_invoice_no,batch_invoice_date,batch_waybill_no,batch_waybill_date,device_id,meter_created_at,phase_type,sim_no,imei_no,whm_system_utility,last_meter_location,swh_delivery_time,current_meter_status,status,edf_vendor_manager_name,batch_supplier,whm_vendor_manager_name,date_of_dispatch_to_OEM_repair,date_of_receipt_of_meter_WH,date_of_receipt_of_refurbished,refurbished_meter_received_date,faulty_declared_date,s2s_faulty_declared_date,s2s_date_of_receipt_of_meter_WH,s2s_date_of_dispatch_to_OEM_repair,s2s_date_of_receipt_of_refurbished,s2s_refurbished_meter_received_date,reveived_date,vendor_dispatched_date,swh_inventory_status
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001812,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003075,866545055720202,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001813,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003494,866545055745894,NBPD,"VM NBPD",1663140579,"S2S Damaged Marked by VM",Damaged,,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001814,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003492,866545055733684,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,,2022-12-15,2022-12-15,2022-12-15,,2022-12-15,,,,,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001815,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004745,866545055768318,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,,2022-12-16,2022-12-16,2022-12-16,,2022-12-16,,,,,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001816,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003053,866545055757097,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,L&T,,,,,,2022-12-15,2022-12-15,2022-12-15,2022-12-15,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001817,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004507,866545055742651,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,L&T,,,,,,2022-12-15,2022-12-15,2022-12-15,2022-12-15,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001818,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004918,866545055721374,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,L&T,,,,,,2022-12-15,2022-12-15,2022-12-15,2022-12-15,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001819,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004826,866545055720335,NBPD,"Main Warehouse",1663140579,"Main Warehouse","New Meter",,L&T,L&T,,,,,,2022-12-15,2022-12-15,2022-12-15,2022-12-15,,15-Apr-21,2022-09-15,NA
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001820,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004856,866545055709965,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001821,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003055,866545055746702,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001822,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004808,866545055753229,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001823,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004911,866545055715434,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001824,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003465,866545055745225,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001825,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004809,866545055716283,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001826,"14/09/2022 12:01:24 PM","1 Phase",8991856050706003482,866545055713413,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001827,"14/09/2022 12:01:24 PM","1 Phase",8991856050706004811,866545055722133,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001828,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003486,866545055726373,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001829,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003052,866545055718719,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001830,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003478,866545055714940,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001831,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003479,866545055727322,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001832,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003458,866545055747502,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001833,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003457,866545055736588,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001834,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003456,866545055725094,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001835,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003464,866545055718651,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001836,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003455,866545055732421,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001837,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003451,866545055763871,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001838,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003467,866545055749292,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001839,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003491,866545055749300,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001840,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003490,866545055724949,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001841,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003485,866545055723610,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001842,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003484,866545055717000,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001843,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003483,866545055718495,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001844,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003489,866545055725227,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001845,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003452,866545055736679,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001846,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003488,866545055725748,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001847,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003480,866545055745779,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001848,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004696,866545055713447,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001849,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003498,866545055725243,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001850,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003497,866545055727116,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001851,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003259,866545055715038,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001852,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003499,866545055720350,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001853,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004812,866545055735077,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001854,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004510,866545055742404,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001855,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003481,866545055720111,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001856,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003477,866545055712977,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001857,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004720,866545055768672,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001858,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003300,866545055754581,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001859,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003003,866545055714957,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001860,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003495,866545055732983,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001861,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003002,866545055720079,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001862,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004506,866545055753690,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001863,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003496,866545055711748,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001864,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004520,866545055716291,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001865,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004702,866545055742305,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001866,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004512,866545055711144,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001867,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003487,866545055726175,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001868,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003000,866545055754557,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001869,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004701,866545055729567,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001870,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004694,866545055718917,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001871,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003493,866545055725789,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001872,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004525,866545055754490,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001873,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004699,866545055751512,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001874,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004526,866545055713637,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001875,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004521,866545055768276,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001876,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004693,866545055752072,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001877,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003001,866545055718743,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001878,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004895,866545055729682,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001879,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004942,866545055718057,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001880,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004692,866545055716945,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001881,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004691,866545055768458,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001882,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004695,866545055716390,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001883,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004697,866545055754086,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001884,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004759,866545055751546,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001885,"14/09/2022 12:01:25 PM","1 Phase",8991856050706003004,866545055718073,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001886,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004938,866545055755364,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001887,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004519,866545055759317,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001888,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004533,866545055769035,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001889,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004706,866545055718636,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001890,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004500,866545055716440,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001891,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004529,866545055749409,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001892,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004509,866545055750175,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001893,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004524,866545055768193,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001894,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004920,866545055719428,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
1170469932,10-Apr-21,181323562027,10-Apr-21,LT0001895,"14/09/2022 12:01:25 PM","1 Phase",8991856050706004698,866545055759333,NBPD,"VM NBPD",1663140579,"Open in VP warehouse","New Meter",,L&T,,,,,,,,,,,,15-Apr-21,2022-09-15,Outstock
