sim_no,mobile_no,imsi,static_ip,apn,status,batch_id,sim_upload_time,sim_status
8991597052141848824,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848823,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848822,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848825,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848813,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848810,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848812,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848814,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848880,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848811,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848831,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848717,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848876,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848875,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848877,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848716,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848828,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848833,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848808,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848834,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848826,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848807,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848885,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848714,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848804,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848801,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848769,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848759,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848799,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848761,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848760,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848763,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848767,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848768,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848765,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848762,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848870,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848873,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848869,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848871,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848872,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848864,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848863,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848861,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848862,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848842,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848860,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848857,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991757111092467501,915752020026478,404759210467501,2001:4490:0800:676D:0000:0000:0000:0001,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848848,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848849,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848856,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848855,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848846,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848844,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848845,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848859,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848843,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848830,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848835,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848836,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848829,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848878,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848866,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848832,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848865,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848867,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848798,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848907,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848750,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848758,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848900,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848781,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848780,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848712,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848788,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848710,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848713,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848706,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848789,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848784,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848790,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848782,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848785,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848783,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848774,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848791,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848775,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848773,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848793,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848792,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848700,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848702,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848703,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848711,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848715,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848718,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848754,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848745,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848881,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848882,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848908,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848731,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848732,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848904,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848733,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848734,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848735,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848749,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848744,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848903,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991757111092464506,915752020024506,404759210464506,2001:4490:0800:5FB9:0000:0000:0000:0001,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848707,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848725,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848726,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848728,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848729,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848730,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848884,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848889,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848748,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848751,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848752,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848794,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848795,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848796,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848797,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848771,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848772,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848901,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848906,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848902,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848905,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848753,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848883,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848719,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848720,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848721,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848722,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848723,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848724,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848742,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848743,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848887,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848802,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848776,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848777,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848786,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848787,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848779,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848778,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848736,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848737,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848738,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848739,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848740,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991597052141848741,#N/A,#N/A,#N/A,BSNLEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004604,#N/A,405856706004604,2405:0203:0500:125E:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004859,#N/A,405856706004859,2405:0203:0500:135D:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004853,#N/A,405856706004853,2405:0203:0500:1357:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004738,#N/A,405856706004738,2405:0203:0500:12E4:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004861,#N/A,405856706004861,2405:0203:0500:135F:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004504,#N/A,405856706004504,2405:0203:0500:11FA:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004961,#N/A,405856706004961,2405:0203:0500:13C3:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004850,#N/A,405856706004850,2405:0203:0500:1354:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004862,#N/A,405856706004862,2405:0203:0500:1360:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004864,#N/A,405856706004864,2405:0203:0500:1362:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004873,#N/A,405856706004873,2405:0203:0500:136B:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004857,#N/A,405856706004857,2405:0203:0500:135B:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004736,#N/A,405856706004736,2405:0203:0500:12E2:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004867,#N/A,405856706004867,2405:0203:0500:1365:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004863,#N/A,405856706004863,2405:0203:0500:1361:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004603,#N/A,405856706004603,2405:0203:0500:125D:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004848,#N/A,405856706004848,2405:0203:0500:1352:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004858,#N/A,405856706004858,2405:0203:0500:135C:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
8991856050706004860,#N/A,405856706004860,2405:0203:0500:135E:0000:0000:0000:0010,JIOEDF,Active,Sim_Batch-15_09_2022_10:57:01,1663219621,UTILIZED
